loc,v(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
4,1,3,2,3,2,no
4,1,3,2,3,2,no
8,1,5,3,6,4,no
8,1,5,3,6,4,no
20,2,9,9,21,12,no
7,1,5,3,6,4,no
8,1,5,3,6,4,no
8,1,5,3,6,4,no
9,1,5,3,6,4,no
8,1,5,3,6,4,no
5,1,3,2,3,2,no
4,1,3,2,3,2,no
8,1,5,3,6,4,no
8,1,5,3,6,4,no
4,1,3,2,3,2,no
82,10,17,29,108,73,no
38,2,9,26,40,29,no
57,4,17,27,80,56,no
31,5,11,19,43,36,no
7,1,5,2,6,3,no
2,1,1,0,1,0,no
5,1,1,2,1,3,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
28,4,10,7,40,19,no
4,1,3,2,3,2,no
4,1,5,1,5,1,no
26,4,9,6,36,15,no
3,1,1,0,1,0,no
11,2,8,4,11,6,no
4,1,3,2,3,2,no
5,1,5,0,5,0,no
56,4,15,20,64,38,no
56,4,15,19,64,37,no
21,2,12,7,26,10,no
21,2,10,7,23,10,no
34,3,15,11,33,20,no
47,5,16,23,69,49,no
30,3,14,11,38,21,no
43,4,18,17,55,34,no
38,3,15,27,76,58,no
4,1,2,4,2,8,no
4,1,1,3,1,7,no
3,1,1,2,1,6,no
45,3,16,15,52,32,no
45,4,13,15,57,31,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,6,0,6,0,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
5,1,6,2,6,2,no
11,2,8,6,17,10,no
47,2,11,25,87,44,no
28,2,11,15,41,28,no
8,1,3,6,7,6,no
3,1,1,0,1,0,no
97,8,14,35,147,98,no
13,2,9,6,12,8,no
10,2,8,4,11,7,no
7,1,5,5,6,5,no
31,3,11,14,47,28,no
15,3,10,10,32,17,no
21,5,11,13,43,25,no
8,1,9,9,20,13,no
4,1,4,6,7,6,no
15,3,10,10,32,17,no
14,3,10,10,32,17,no
21,4,10,15,41,28,no
17,4,7,12,25,20,no
6,1,4,6,8,7,no
6,1,4,6,8,7,no
6,1,4,6,8,7,no
6,1,4,6,8,7,no
6,1,4,6,8,7,no
6,1,4,6,8,7,no
6,1,4,6,8,7,no
6,1,4,6,8,7,no
41,8,18,16,67,38,no
56,7,22,27,86,55,no
60,7,22,30,108,65,no
55,12,11,30,113,74,no
4,1,3,1,3,1,no
33,6,16,14,52,32,no
58,13,14,28,93,70,no
19,3,11,7,21,14,no
8,2,6,7,13,8,no
18,2,10,12,24,18,no
26,5,11,10,31,21,no
29,2,10,29,60,45,no
16,4,13,16,28,21,no
6,1,5,6,8,6,no
29,3,9,10,48,24,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
2,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,7,0,9,0,no
2,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
6,3,6,7,13,11,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,4,1,4,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
6,3,6,7,13,11,no
4,1,7,0,9,0,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
6,1,3,2,3,2,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
20,2,6,10,33,21,no
6,1,3,2,3,2,no
36,8,18,16,72,41,no
4,1,5,2,5,2,no
2,1,7,1,7,1,no
4,1,3,1,3,1,no
4,1,4,1,4,1,no
29,3,11,11,54,29,no
4,1,6,2,6,2,no
44,9,12,25,77,60,no
4,1,3,1,3,1,no
4,1,3,2,3,2,no
4,1,3,2,3,2,no
2,1,3,2,3,2,no
4,1,3,2,3,2,no
4,1,3,2,3,2,no
4,1,3,2,3,2,no
5,1,3,2,3,2,no
7,1,4,3,5,3,no
7,4,6,9,17,16,no
138,20,16,44,275,169,no
4,1,3,2,3,2,no
2,1,3,2,3,2,no
10,1,6,3,8,4,no
4,1,3,2,3,2,no
21,2,10,13,40,22,no
4,1,3,2,3,2,no
4,1,3,2,3,2,no
7,4,6,9,17,16,no
20,2,9,8,21,11,no
4,1,3,2,3,2,no
5,1,4,1,4,1,no
33,4,11,18,55,29,no
4,1,4,1,4,1,no
94,12,19,44,142,108,no
5,1,4,1,4,1,no
8,1,4,3,5,3,no
12,2,6,6,9,6,no
12,2,6,2,11,4,no
5,1,6,2,6,2,no
5,1,5,0,5,0,no
51,6,16,18,79,46,no
10,2,8,9,16,12,no
88,8,13,43,143,101,no
47,7,21,20,77,36,no
44,6,21,21,80,44,no
41,7,18,16,61,32,no
21,3,15,7,28,14,no
6,2,6,9,10,9,no
4,1,7,0,9,0,no
2,1,3,1,3,1,no
4,1,4,2,4,2,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
10,5,7,5,23,10,no
20,2,10,13,33,21,no
241,20,28,61,381,238,no
2,1,3,2,3,2,no
66,13,19,23,103,58,no
4,1,4,3,4,3,no
4,1,3,2,3,2,no
10,2,8,8,14,10,no
11,1,5,2,11,2,no
12,2,8,4,12,6,no
144,14,25,43,205,117,no
11,2,8,4,12,7,no
22,3,9,12,31,19,no
11,2,8,4,11,6,no
10,2,7,4,10,7,no
30,2,11,14,38,25,no
43,4,10,16,56,37,no
83,7,14,23,135,88,no
4,1,4,1,4,1,no
106,12,14,34,157,104,no
3,1,1,0,1,0,no
11,2,8,5,12,7,no
11,2,8,4,12,7,no
4,1,1,1,1,1,no
6,1,3,1,3,1,no
18,2,9,8,27,14,no
20,3,11,8,23,15,no
7,3,8,5,11,7,no
100,9,19,41,144,95,no
28,2,10,15,35,25,no
10,2,8,4,11,7,no
30,5,12,18,48,38,no
20,4,15,7,26,14,no
23,3,13,13,31,20,no
12,2,9,5,11,9,no
20,3,11,12,29,17,no
28,2,10,12,35,24,no
28,2,10,12,35,24,no
3,1,1,0,1,0,no
78,5,12,20,106,66,no
14,2,9,7,13,9,no
10,2,8,4,11,7,no
8,1,4,5,5,5,no
29,3,11,14,45,27,no
3,1,1,0,1,0,no
21,2,10,8,23,11,no
13,2,8,4,12,6,no
43,5,15,19,61,40,no
12,2,7,4,10,5,no
18,5,11,9,32,22,no
4,1,1,0,1,0,no
3,1,1,0,1,0,no
7,1,5,1,5,1,no
33,6,11,15,48,35,no
43,3,16,12,47,25,no
7,1,5,1,5,1,no
52,4,18,19,63,36,no
48,3,16,13,55,29,no
47,3,16,13,52,28,no
30,5,12,16,37,21,no
91,8,19,31,133,88,no
70,6,16,28,105,70,no
28,5,13,18,46,32,no
4,1,3,1,3,1,no
108,11,15,38,172,117,no
4,2,5,6,7,6,no
5,1,3,2,3,2,no
174,29,23,56,272,194,no
100,8,13,33,176,111,no
64,5,12,28,116,73,no
55,13,13,20,67,33,no
59,5,17,30,78,68,no
71,11,16,22,104,67,no
30,6,8,13,37,26,no
33,6,9,16,44,31,no
49,4,15,20,38,39,no
4,1,3,1,3,1,no
29,5,11,17,40,30,no
50,3,13,18,80,44,no
62,6,15,32,112,72,no
19,4,9,7,26,18,no
33,2,11,15,33,20,no
5,1,3,2,3,2,no
32,4,9,20,35,28,no
4,1,3,1,3,1,no
7,1,5,2,9,4,no
7,1,5,2,9,4,no
7,1,5,2,9,4,no
6,1,6,2,8,3,no
4,1,3,1,3,1,no
8,1,6,4,8,5,no
6,2,6,3,10,3,no
6,1,6,2,8,3,no
4,1,3,1,3,1,no
6,1,3,3,5,4,no
4,1,3,2,3,2,no
46,9,14,27,80,52,no
17,4,11,11,32,17,no
48,15,15,21,94,66,no
13,2,10,7,19,14,no
30,3,12,11,36,21,no
11,2,8,4,11,7,no
13,2,11,8,14,12,no
29,4,10,11,31,16,no
60,5,13,23,68,47,no
5,2,6,6,9,6,no
47,3,10,21,71,44,no
38,4,10,18,52,32,no
46,4,12,24,67,45,no
2,1,3,1,3,1,no
8,1,3,6,7,7,no
4,1,3,1,3,1,no
4,1,3,1,3,1,no
20,4,13,11,27,18,no
2,1,3,1,3,1,no
9,1,6,3,9,4,no
9,1,6,3,9,4,no
54,7,15,17,72,46,no
6,1,3,4,5,4,no
4,1,3,2,3,2,no
94,6,18,38,138,92,no
109,8,14,28,181,115,no
16,4,13,16,29,22,no
1,1,5,1,5,1,no
55,10,19,23,75,47,no
149,30,17,39,255,136,yes
133,21,20,61,239,169,yes
130,14,14,42,204,132,yes
120,18,14,44,211,141,yes
1275,180,35,325,2469,1513,yes
107,9,20,46,189,128,yes
105,16,21,40,174,120,yes
517,86,25,126,798,542,yes
102,14,13,32,161,93,yes
102,21,18,37,180,114,yes
97,7,14,32,139,74,yes
275,24,26,66,359,213,yes
89,13,18,43,142,97,yes
80,19,17,37,164,109,yes
76,9,19,35,110,75,yes
148,16,23,49,238,147,yes
143,26,24,54,253,167,yes
140,22,26,46,266,155,yes
70,5,12,21,106,63,yes
67,5,13,37,120,93,yes
63,8,18,37,115,79,yes
61,4,15,30,93,66,yes
61,8,23,27,107,58,yes
60,9,19,18,68,42,yes
59,9,18,23,120,64,yes
59,7,16,25,82,54,yes
57,8,9,21,99,61,yes
56,4,15,22,64,41,yes
110,12,16,41,190,123,yes
54,4,15,26,74,53,yes
269,47,21,75,506,346,yes
52,7,12,25,81,52,yes
51,6,15,19,61,35,yes
101,11,18,53,177,132,yes
99,9,16,50,172,113,yes
194,23,26,56,317,187,yes
94,20,16,39,178,101,yes
46,7,15,20,81,52,yes
46,3,11,13,47,29,yes
137,19,20,46,207,120,yes
91,8,19,38,149,103,yes
591,87,26,150,1147,739,yes
45,9,14,27,80,52,yes
42,3,13,18,64,38,yes
42,4,14,19,44,34,yes
122,6,21,40,209,144,yes
80,8,14,29,132,71,yes
76,10,21,25,114,70,yes
72,12,18,31,120,80,yes
36,5,13,27,57,46,yes
143,14,19,55,219,145,yes
70,11,17,28,108,67,yes
35,5,13,20,46,31,yes
104,17,16,51,214,142,yes
34,6,19,14,56,24,yes
102,10,22,40,154,90,yes
33,6,14,19,47,35,yes
63,5,14,30,89,71,yes
61,7,14,32,92,74,yes
58,4,15,27,81,59,yes
113,14,17,42,164,101,yes
139,32,17,61,249,177,yes
55,4,17,27,77,54,yes
210,5,17,60,395,292,yes
72,4,16,27,95,67,yes
24,1,8,13,23,17,yes
118,3,16,40,197,156,yes
227,27,20,70,385,211,yes
45,9,20,39,106,91,yes
112,19,20,61,197,151,yes
44,2,14,17,39,27,yes
43,3,8,16,50,33,yes
43,6,20,20,61,45,yes
39,7,12,14,58,31,yes
58,10,16,26,106,70,yes
37,8,11,17,63,36,yes
18,2,10,6,21,12,yes
49,4,12,18,76,50,yes
65,6,13,22,84,55,yes
32,6,18,17,55,32,yes
15,2,8,18,24,22,yes
88,10,16,35,120,78,yes
29,1,11,18,43,30,yes
14,3,9,11,19,14,yes
14,2,13,20,32,29,yes
14,3,10,13,25,17,yes
81,7,17,28,132,75,yes
13,2,8,11,18,13,yes
37,2,7,17,24,51,yes
12,2,7,10,15,12,yes
11,3,12,10,22,12,yes
10,2,8,4,11,7,yes
8,1,5,3,6,4,yes
8,1,5,3,6,4,yes
14,3,6,10,17,15,yes
6,2,5,7,8,7,yes
4,1,4,1,4,1,yes
4,1,3,1,3,1,yes
4,1,3,1,3,1,yes
4,1,3,2,3,2,yes
3,1,1,0,1,0,yes
