loc,v(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
9,5,9,7,21,10,FALSE
101,19,49,100,413,264,FALSE
29,8,31,70,338,217,FALSE
22,6,27,33,113,72,FALSE
106,13,20,71,229,192,FALSE
21,3,15,24,50,36,FALSE
10,2,10,11,21,16,FALSE
17,3,17,21,77,60,FALSE
13,3,12,15,38,33,FALSE
4,1,3,2,3,2,FALSE
49,13,28,37,237,147,FALSE
49,13,28,37,237,147,FALSE
55,14,31,43,228,138,FALSE
55,14,31,43,228,138,FALSE
17,5,19,17,78,42,FALSE
17,5,19,17,78,42,FALSE
20,5,20,19,83,44,FALSE
20,5,20,19,83,44,FALSE
30,9,23,19,278,127,FALSE
45,15,23,22,398,183,FALSE
20,6,23,19,165,76,FALSE
41,10,29,40,205,107,FALSE
25,8,19,26,154,74,FALSE
22,5,20,19,72,42,FALSE
41,4,17,42,130,117,FALSE
48,6,25,54,172,107,FALSE
24,9,11,17,38,36,FALSE
25,4,17,14,60,37,FALSE
176,23,38,143,416,280,FALSE
10,2,8,4,14,7,FALSE
66,9,26,61,206,136,FALSE
32,4,20,33,76,54,FALSE
18,2,16,21,43,27,FALSE
3,1,4,3,4,3,FALSE
14,3,16,11,27,19,FALSE
29,4,24,31,83,50,FALSE
104,18,32,58,222,150,FALSE
68,12,24,42,111,76,FALSE
7,1,4,2,5,2,FALSE
21,4,19,25,57,47,FALSE
10,2,10,10,14,10,FALSE
19,3,13,18,47,27,FALSE
7,1,7,2,9,2,FALSE
8,1,7,3,8,3,FALSE
8,1,6,4,7,4,FALSE
8,1,6,4,7,4,FALSE
19,2,11,13,32,25,FALSE
10,2,9,5,17,6,FALSE
11,1,5,8,22,20,FALSE
9,1,10,4,14,4,FALSE
7,1,6,4,6,4,FALSE
8,1,9,9,32,14,FALSE
15,2,11,8,28,14,FALSE
10,2,13,8,26,13,FALSE
6,1,6,2,7,2,FALSE
44,6,24,33,100,52,FALSE
8,1,9,8,23,11,FALSE
15,2,11,16,42,20,FALSE
7,1,9,8,20,10,FALSE
6,1,9,6,18,8,FALSE
15,3,12,5,21,15,FALSE
70,13,24,59,218,137,FALSE
24,4,18,17,59,32,FALSE
6,1,9,7,12,9,FALSE
12,3,14,17,62,44,FALSE
5,1,4,3,4,3,FALSE
8,1,10,8,28,17,FALSE
9,2,12,8,25,18,FALSE
9,2,13,8,32,21,FALSE
19,4,16,28,70,64,FALSE
6,1,5,5,7,6,FALSE
25,6,16,30,93,89,FALSE
19,3,14,18,46,26,FALSE
76,16,32,94,327,199,FALSE
35,5,10,47,96,95,FALSE
8,3,12,9,27,16,FALSE
14,1,3,13,25,24,FALSE
7,1,8,6,15,12,FALSE
27,5,23,25,114,45,FALSE
20,3,19,28,116,89,FALSE
27,6,20,37,155,124,FALSE
25,5,21,25,52,48,FALSE
423,96,72,233,1261,814,FALSE
30,5,11,38,95,94,FALSE
10,4,7,8,15,13,FALSE
49,16,24,68,223,176,FALSE
85,32,32,83,322,267,FALSE
8,7,14,12,46,28,FALSE
50,15,21,37,130,89,FALSE
165,29,32,174,653,465,FALSE
17,2,8,22,52,51,FALSE
15,4,14,15,27,28,FALSE
61,11,20,47,171,88,FALSE
63,12,31,79,288,205,FALSE
16,3,18,19,50,32,FALSE
49,13,26,32,79,53,FALSE
52,14,27,34,84,58,FALSE
42,7,10,64,133,130,FALSE
62,13,21,48,178,93,FALSE
65,13,33,82,303,217,FALSE
75,17,33,84,276,195,FALSE
8,2,7,4,9,5,FALSE
8,2,11,8,16,9,FALSE
3,1,4,1,4,1,FALSE
4,1,3,2,5,2,FALSE
15,4,17,11,33,19,FALSE
8,2,7,4,9,5,FALSE
9,2,9,9,15,11,FALSE
13,3,13,14,36,30,FALSE
3,1,4,1,4,1,FALSE
4,1,3,2,5,2,FALSE
6,1,9,5,12,5,FALSE
6,1,8,5,11,5,FALSE
15,2,13,11,22,18,FALSE
9,1,9,7,13,8,FALSE
9,1,9,7,13,8,FALSE
20,1,16,22,76,44,FALSE
7,1,5,5,8,5,FALSE
3,1,10,5,17,5,FALSE
3,1,9,5,16,5,FALSE
6,2,11,7,19,8,FALSE
7,1,5,5,8,5,FALSE
3,1,10,5,17,5,FALSE
3,1,9,5,16,5,FALSE
6,2,11,7,19,8,FALSE
2,1,1,0,1,0,FALSE
2,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
4,1,4,1,4,1,FALSE
9,2,7,4,10,5,FALSE
16,1,11,14,49,39,FALSE
5,1,3,2,3,2,FALSE
4,1,5,4,9,6,FALSE
5,1,8,7,16,11,FALSE
9,2,12,9,24,15,FALSE
18,3,11,13,28,19,FALSE
38,10,29,30,88,54,FALSE
14,6,16,10,37,22,FALSE
47,13,26,28,90,60,FALSE
11,2,11,9,19,10,FALSE
11,2,11,9,18,10,FALSE
11,2,14,8,21,11,FALSE
21,4,15,20,68,28,FALSE
23,4,15,20,68,28,FALSE
13,3,13,17,30,19,FALSE
21,3,17,21,45,27,FALSE
21,3,17,22,45,27,FALSE
22,4,17,26,59,39,FALSE
41,8,19,43,120,67,FALSE
22,4,16,13,40,24,FALSE
9,3,10,4,16,8,FALSE
50,10,13,29,86,50,FALSE
29,10,20,23,71,47,FALSE
50,10,13,32,88,50,FALSE
29,19,18,49,115,101,FALSE
29,7,19,15,60,40,FALSE
9,1,14,9,55,26,FALSE
16,4,17,15,92,43,FALSE
9,1,9,9,15,10,FALSE
6,1,6,7,11,8,FALSE
30,7,22,26,100,71,FALSE
14,2,5,7,12,8,FALSE
56,22,35,59,273,182,FALSE
21,3,20,30,134,80,FALSE
14,1,9,18,42,38,FALSE
7,1,4,4,4,4,FALSE
16,3,9,10,27,13,FALSE
22,3,21,36,143,86,FALSE
27,4,13,15,48,27,FALSE
3,1,7,3,9,3,FALSE
7,2,10,5,15,12,FALSE
3,1,7,4,9,5,FALSE
7,1,6,8,16,13,FALSE
9,3,11,7,23,18,FALSE
11,3,12,9,27,22,FALSE
4,1,4,4,7,6,FALSE
3,1,5,2,5,2,FALSE
12,3,10,12,26,25,FALSE
31,4,27,32,90,51,TRUE
29,5,22,33,74,37,TRUE
71,10,26,35,138,73,TRUE
15,2,19,18,47,27,TRUE
33,6,19,35,104,68,TRUE
92,4,24,168,449,373,TRUE
44,7,25,65,154,115,TRUE
143,13,24,122,405,290,TRUE
196,37,52,165,723,454,TRUE
12,1,12,8,25,12,TRUE
12,1,12,8,25,12,TRUE
133,30,50,71,385,220,TRUE
28,3,20,21,72,32,TRUE
91,20,28,68,318,250,TRUE
41,4,19,36,79,50,TRUE
149,20,32,119,482,220,TRUE
411,73,48,314,932,568,TRUE
121,15,24,114,316,221,TRUE
130,20,38,95,349,258,TRUE
79,12,17,52,117,84,TRUE
57,9,32,41,138,75,TRUE
49,7,15,43,151,78,TRUE
58,10,21,26,104,83,TRUE
28,3,20,30,92,56,TRUE
13,3,11,9,26,12,TRUE
71,8,26,64,199,108,TRUE
22,2,12,21,60,54,TRUE
22,5,17,21,53,31,TRUE
59,7,26,74,223,126,TRUE
19,1,8,19,61,57,TRUE
89,24,34,55,248,154,TRUE
32,4,19,22,78,43,TRUE
74,11,32,54,230,124,TRUE
32,4,14,16,65,52,TRUE
107,18,37,55,323,193,TRUE
7,1,9,8,20,10,TRUE
19,3,15,21,58,27,TRUE
18,3,14,17,37,23,TRUE
22,3,19,24,53,28,TRUE
20,3,18,18,43,21,TRUE
8,1,10,10,14,10,TRUE
44,8,20,49,95,64,TRUE
91,18,22,112,373,218,TRUE
47,3,23,46,144,112,TRUE
24,4,22,23,67,40,TRUE
82,11,32,68,285,190,TRUE
10,2,13,13,19,13,TRUE
28,6,20,23,67,37,TRUE
