loc,v(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
7,1,8,7,13,7,TRUE
11,1,7,7,15,9,TRUE
11,1,7,7,15,9,TRUE
11,1,7,7,15,9,TRUE
11,1,7,7,15,9,TRUE
16,2,8,7,17,12,TRUE
38,2,13,18,54,36,TRUE
50,5,14,27,70,46,TRUE
4,1,2,2,2,2,TRUE
60,6,18,30,111,65,TRUE
63,8,18,27,82,51,TRUE
72,11,22,24,97,57,TRUE
57,6,17,39,124,71,TRUE
82,16,12,31,119,85,TRUE
288,45,23,73,509,285,TRUE
96,9,15,36,167,107,TRUE
68,18,16,31,132,60,TRUE
84,11,22,38,154,100,TRUE
20,2,7,6,9,11,TRUE
72,12,21,39,128,87,TRUE
16,1,6,11,20,23,TRUE
40,5,18,24,72,53,TRUE
12,1,10,14,23,18,TRUE
11,1,10,14,23,18,TRUE
50,8,31,41,148,92,TRUE
25,2,9,13,23,15,TRUE
4,1,5,1,5,1,TRUE
220,12,19,84,263,190,TRUE
22,1,8,20,41,28,TRUE
23,1,8,20,41,28,TRUE
89,6,17,29,108,81,TRUE
15,1,8,12,25,16,TRUE
100,7,22,57,223,139,TRUE
12,1,7,6,10,8,TRUE
72,7,16,29,89,53,TRUE
23,1,6,21,24,22,TRUE
140,18,20,50,238,138,TRUE
162,17,23,42,204,130,TRUE
33,1,11,13,33,22,TRUE
82,13,22,30,115,81,TRUE
73,10,25,29,154,93,TRUE
109,18,28,56,230,169,TRUE
61,5,16,30,88,60,TRUE
153,27,31,68,285,212,TRUE
33,1,8,24,30,35,TRUE
10,1,5,8,10,8,TRUE
81,4,15,32,96,66,TRUE
97,11,23,34,126,90,TRUE
3,1,2,2,2,2,TRUE
75,9,25,46,172,112,TRUE
98,17,23,46,182,125,TRUE
119,14,26,35,136,84,TRUE
35,5,15,12,54,34,TRUE
116,12,18,70,242,140,TRUE
205,26,30,59,297,194,TRUE
5,1,4,3,7,4,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
12,1,5,5,12,7,FALSE
5,1,4,3,7,4,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
13,1,6,8,19,10,FALSE
12,1,5,5,12,7,FALSE
3,1,1,0,1,0,FALSE
12,1,5,5,12,7,FALSE
4,1,1,0,1,0,FALSE
13,1,8,6,16,11,FALSE
16,3,12,9,28,15,FALSE
16,3,12,9,28,15,FALSE
16,3,12,9,28,15,FALSE
16,1,8,10,21,13,FALSE
35,6,13,16,57,28,FALSE
14,2,8,9,17,13,FALSE
40,4,12,14,66,37,FALSE
38,4,14,23,56,38,FALSE
26,2,10,11,44,22,FALSE
15,2,10,6,27,11,FALSE
21,1,9,7,36,16,FALSE
11,1,8,5,12,6,FALSE
17,2,10,6,19,8,FALSE
25,3,11,10,41,17,FALSE
56,10,16,24,102,53,FALSE
59,5,13,23,82,56,FALSE
120,12,15,38,197,118,FALSE
23,3,11,12,31,20,FALSE
23,3,11,12,31,20,FALSE
22,3,11,12,31,20,FALSE
31,2,9,25,61,43,FALSE
13,1,8,10,23,13,FALSE
17,1,8,15,33,22,FALSE
32,4,13,29,101,55,FALSE
17,1,8,18,37,25,FALSE
74,7,16,25,102,75,FALSE
23,3,11,6,31,11,FALSE
20,2,11,8,31,15,FALSE
13,2,9,4,21,8,FALSE
30,2,9,10,56,26,FALSE
38,6,13,13,83,37,FALSE
55,5,15,13,96,41,FALSE
24,3,12,9,39,16,FALSE
36,9,15,12,75,27,FALSE
210,25,19,60,398,208,FALSE
7,1,6,5,8,5,FALSE
8,1,5,5,7,5,FALSE
23,2,11,11,40,26,FALSE
9,1,8,6,13,7,FALSE
34,5,13,19,72,43,FALSE
9,1,7,7,11,8,FALSE
63,11,15,21,109,54,FALSE
7,1,6,5,7,5,FALSE
28,2,11,19,42,32,FALSE
14,1,9,7,17,9,FALSE
29,4,9,17,47,34,FALSE
41,8,15,15,77,34,FALSE
18,1,9,7,34,16,FALSE
14,1,6,10,11,10,FALSE
4,1,5,2,5,2,FALSE
11,1,6,8,9,8,FALSE
4,1,5,2,5,2,FALSE
6,1,3,2,3,2,FALSE
18,2,10,7,22,9,FALSE
2,1,0,0,0,0,FALSE
43,5,14,21,66,51,FALSE
2,1,0,0,0,0,FALSE
8,1,1,4,1,4,FALSE
10,1,1,4,1,4,FALSE
3,1,1,0,1,0,FALSE
5,1,2,4,3,4,FALSE
7,1,4,4,7,5,FALSE
3,1,2,4,3,4,FALSE
13,1,5,6,12,8,FALSE
11,1,1,5,1,5,FALSE
3,1,1,0,1,0,FALSE
4,1,2,3,3,3,FALSE
3,1,1,0,1,0,FALSE
39,2,12,30,94,58,FALSE
1,1,0,0,0,0,FALSE
4,1,2,1,2,1,FALSE
13,1,5,6,12,8,FALSE
4,1,2,4,3,4,FALSE
2,1,2,4,3,4,FALSE
10,1,5,5,11,8,FALSE
20,1,7,16,37,20,FALSE
4,1,1,0,1,0,FALSE
14,1,5,6,12,8,FALSE
13,1,2,5,2,10,FALSE
15,1,2,7,2,11,FALSE
24,1,4,9,4,12,FALSE
19,3,12,11,33,17,FALSE
17,1,10,10,34,11,FALSE
63,9,16,28,134,65,FALSE
6,1,5,4,6,4,FALSE
9,1,5,3,5,3,FALSE
9,1,5,3,5,3,FALSE
6,1,5,4,6,4,FALSE
6,1,5,4,6,4,FALSE
6,1,5,4,6,4,FALSE
10,1,5,3,5,3,FALSE
6,1,5,4,6,4,FALSE
6,1,5,4,6,4,FALSE
10,1,5,3,5,3,FALSE
87,9,18,31,134,78,FALSE
51,6,19,17,85,44,FALSE
88,14,18,23,150,89,FALSE
59,6,12,17,114,62,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
56,7,13,20,85,48,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
9,1,8,6,13,7,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
16,2,8,5,17,8,FALSE
16,2,8,5,17,8,FALSE
18,2,8,6,19,10,FALSE
7,1,4,3,5,3,FALSE
8,1,4,4,5,4,FALSE
14,2,8,6,18,11,FALSE
16,2,8,5,17,8,FALSE
16,2,8,5,17,8,FALSE
17,2,8,6,15,9,FALSE
17,2,8,5,17,8,FALSE
17,2,8,5,17,8,FALSE
7,1,4,3,5,3,FALSE
17,2,8,6,15,9,FALSE
9,1,6,4,9,5,FALSE
14,2,8,4,13,6,FALSE
16,2,8,5,17,8,FALSE
17,2,8,5,17,8,FALSE
17,2,8,6,15,9,FALSE
17,2,8,6,12,8,FALSE
17,2,8,5,17,8,FALSE
17,2,8,6,12,8,FALSE
16,2,8,5,17,8,FALSE
17,2,8,5,17,8,FALSE
17,2,8,5,17,8,FALSE
49,9,15,16,91,39,FALSE
13,2,8,9,18,14,FALSE
14,1,6,10,11,10,FALSE
4,1,5,2,5,2,FALSE
2,1,4,1,4,1,FALSE
2,1,4,1,4,1,FALSE
2,1,3,2,3,2,FALSE
6,1,3,1,7,3,FALSE
2,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
2,1,3,2,3,2,FALSE
2,1,3,2,3,2,FALSE
28,4,12,13,33,27,FALSE
28,4,12,13,33,27,FALSE
23,3,11,10,37,18,FALSE
4,1,3,3,4,3,FALSE
4,1,3,3,4,3,FALSE
4,1,2,0,2,0,FALSE
35,2,10,27,88,53,FALSE
4,1,3,1,3,1,FALSE
4,1,3,3,4,3,FALSE
4,1,3,3,4,3,FALSE
4,1,7,2,7,2,FALSE
47,3,13,21,56,38,FALSE
4,1,5,3,5,3,FALSE
41,5,12,19,65,34,FALSE
41,5,13,23,89,43,FALSE
53,5,15,35,118,56,FALSE
15,4,14,8,30,19,FALSE
14,2,11,8,26,16,FALSE
82,9,16,33,126,65,FALSE
41,5,13,20,66,34,FALSE
60,6,13,25,93,63,FALSE
12,1,8,6,12,7,FALSE
11,3,7,5,17,9,FALSE
68,7,18,35,101,64,FALSE
11,1,5,6,14,8,FALSE
60,11,15,20,106,49,FALSE
24,4,8,14,39,29,FALSE
51,13,17,19,93,45,FALSE
12,2,8,9,18,14,FALSE
13,1,6,9,10,9,FALSE
4,1,5,2,5,2,FALSE
16,2,8,10,18,14,FALSE
4,1,5,2,5,2,FALSE
12,2,8,9,18,14,FALSE
51,13,17,19,93,45,FALSE
13,1,6,9,10,9,FALSE
4,1,5,2,5,2,FALSE
24,3,7,16,29,20,FALSE
54,18,12,25,94,56,FALSE
13,2,10,8,18,11,FALSE
7,1,6,6,8,6,FALSE
8,1,6,6,8,6,FALSE
25,4,11,15,45,32,FALSE
7,1,6,6,8,6,FALSE
53,7,16,24,116,65,FALSE
64,12,15,22,115,56,FALSE
18,1,7,11,23,17,FALSE
5,1,6,3,6,3,FALSE
13,2,8,9,18,14,FALSE
15,1,6,10,11,10,FALSE
4,1,5,2,5,2,FALSE
23,2,10,13,27,17,FALSE
4,1,3,2,3,2,FALSE
4,1,3,2,3,2,FALSE
48,6,14,21,83,50,FALSE
24,3,7,16,39,30,FALSE
15,1,5,22,25,22,FALSE
39,5,14,18,56,30,FALSE
63,8,18,29,95,50,FALSE
23,2,9,15,35,23,FALSE
17,1,9,12,24,16,FALSE
34,3,10,17,50,30,FALSE
26,2,11,15,39,24,FALSE
22,2,9,14,34,22,FALSE
31,3,11,17,49,30,FALSE
23,2,9,14,34,22,FALSE
24,2,11,15,34,22,FALSE
16,1,9,12,24,16,FALSE
23,2,9,15,35,23,FALSE
16,1,9,12,24,16,FALSE
16,1,9,12,24,16,FALSE
16,1,9,12,24,16,FALSE
23,1,9,18,36,26,FALSE
23,2,9,15,35,23,FALSE
16,1,9,12,24,16,FALSE
23,2,9,14,34,22,FALSE
16,1,9,12,24,16,FALSE
18,1,9,16,32,22,FALSE
18,1,9,16,32,22,FALSE
27,2,9,15,37,24,FALSE
18,1,9,12,25,17,FALSE
18,1,9,16,32,22,FALSE
127,25,21,36,265,131,FALSE
25,5,12,10,33,18,FALSE
48,4,11,15,83,38,FALSE
6,2,7,5,8,6,FALSE
60,2,8,49,89,67,FALSE
22,2,9,10,21,14,FALSE
22,2,9,10,21,14,FALSE
20,2,9,9,18,12,FALSE
21,3,11,10,34,21,FALSE
31,6,12,16,56,39,FALSE
52,7,15,24,111,63,FALSE
6,1,6,4,7,4,FALSE
5,1,6,3,6,3,FALSE
7,1,6,6,8,6,FALSE
18,1,7,12,23,18,FALSE
13,2,8,9,18,14,FALSE
51,13,17,19,93,45,FALSE
15,1,6,10,11,10,FALSE
4,1,5,2,5,2,FALSE
12,2,8,9,18,14,FALSE
15,1,6,10,11,10,FALSE
4,1,5,2,5,2,FALSE
13,2,8,9,18,14,FALSE
51,13,17,19,93,45,FALSE
15,1,6,10,11,10,FALSE
4,1,5,2,5,2,FALSE
112,12,20,39,179,101,FALSE
33,4,14,25,71,43,FALSE
33,4,13,23,67,39,FALSE
38,4,13,21,80,44,FALSE
34,3,11,19,63,36,FALSE
9,1,7,7,14,9,FALSE
34,5,13,14,69,36,FALSE
24,2,11,17,43,27,FALSE
29,3,11,15,39,25,FALSE
17,2,10,6,26,10,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
3,1,1,0,1,0,FALSE
12,1,7,9,20,13,FALSE
20,1,8,21,45,31,FALSE
5,1,6,3,6,3,FALSE
28,2,11,21,44,33,FALSE
18,1,6,13,17,14,FALSE
10,1,5,6,10,7,FALSE
8,1,6,6,12,8,FALSE
5,1,6,3,6,3,FALSE
32,3,12,30,68,47,FALSE
23,1,6,16,20,17,FALSE
23,1,7,16,21,17,FALSE
31,4,12,19,55,30,FALSE
40,4,13,23,76,46,FALSE
5,1,6,3,6,3,FALSE
16,1,8,17,37,25,FALSE
28,5,18,23,55,38,FALSE
14,1,6,11,15,12,FALSE
30,4,12,17,47,27,FALSE
24,3,11,14,32,18,FALSE
9,1,4,5,4,5,FALSE
3,1,2,2,2,2,FALSE
3,1,2,2,2,2,FALSE
8,1,1,3,1,3,FALSE
8,1,1,3,1,3,FALSE
37,4,10,36,130,56,FALSE
15,2,8,17,37,23,FALSE
5,1,6,3,6,3,FALSE
8,1,6,6,12,8,FALSE
25,1,9,27,60,40,FALSE
22,1,6,15,19,16,FALSE
32,4,12,19,55,30,FALSE
1,1,3,1,3,1,FALSE
18,2,13,11,27,16,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
16,3,10,13,38,21,FALSE
4,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
19,4,13,7,34,18,FALSE
19,4,13,10,39,23,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
9,1,8,6,13,7,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
12,1,8,10,21,13,FALSE
12,1,6,11,15,12,FALSE
12,1,8,10,21,13,FALSE
12,1,6,11,15,12,FALSE
5,1,6,3,6,3,FALSE
20,1,6,14,18,15,FALSE
10,1,5,6,10,7,FALSE
28,4,11,13,32,27,FALSE
55,6,28,42,98,76,FALSE
5,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
12,2,11,8,17,10,FALSE
12,1,7,10,25,14,FALSE
12,1,6,11,15,12,FALSE
15,1,8,14,31,19,FALSE
12,2,8,6,15,10,FALSE
6,1,6,5,8,5,FALSE
14,2,10,12,20,15,FALSE
23,5,15,15,47,29,FALSE
5,1,6,3,6,3,FALSE
18,1,8,19,41,28,FALSE
16,1,6,12,16,13,FALSE
10,1,5,6,10,7,FALSE
8,1,7,4,11,5,FALSE
5,1,6,3,6,3,FALSE
16,1,8,17,37,25,FALSE
14,1,6,11,15,12,FALSE
10,1,5,6,10,7,FALSE
38,4,14,14,51,29,FALSE
18,1,8,18,39,25,FALSE
13,1,6,12,16,13,FALSE
15,1,8,14,29,19,FALSE
16,1,6,12,16,13,FALSE
14,1,8,8,15,8,FALSE
14,3,7,5,20,9,FALSE
10,1,7,8,19,11,FALSE
13,1,8,9,22,13,FALSE
11,1,7,7,17,10,FALSE
7,2,6,2,7,3,FALSE
4,1,3,1,3,1,FALSE
3,1,1,0,1,0,FALSE
4,1,4,4,5,4,FALSE
4,1,4,4,5,4,FALSE
4,1,4,3,4,3,FALSE
4,1,4,4,5,4,FALSE
7,1,6,8,14,11,FALSE
4,1,4,4,5,4,FALSE
8,1,6,8,16,11,FALSE
8,1,6,8,16,12,FALSE
8,1,6,8,16,12,FALSE
45,6,16,12,58,31,FALSE
19,2,10,15,24,17,FALSE
7,2,7,4,9,4,FALSE
7,2,6,4,8,4,FALSE
7,2,7,4,9,4,FALSE
7,2,6,4,8,4,FALSE
73,12,24,28,84,46,FALSE
7,2,7,4,9,4,FALSE
4,1,3,2,3,2,FALSE
11,3,10,6,15,9,FALSE
9,3,10,4,17,8,FALSE
38,9,14,11,44,24,FALSE
6,1,4,5,7,6,FALSE
6,1,3,5,7,6,FALSE
31,4,15,17,53,37,FALSE
5,1,5,3,7,3,FALSE
5,1,6,2,7,2,FALSE
5,1,6,2,7,2,FALSE
5,1,6,2,7,2,FALSE
6,1,6,4,9,4,FALSE
5,1,6,2,7,2,FALSE
5,1,6,2,7,2,FALSE
5,1,4,3,5,3,FALSE
5,1,6,2,7,2,FALSE
17,3,12,9,30,13,FALSE
29,4,14,10,43,26,FALSE
15,2,10,6,17,9,FALSE
2,1,4,1,4,1,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
4,1,6,2,7,2,FALSE
2,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
1,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
4,1,3,1,3,1,FALSE
2,1,3,1,3,1,FALSE
4,1,7,2,7,2,FALSE
5,1,5,3,6,3,FALSE
5,1,3,4,5,4,FALSE
79,7,27,30,96,50,FALSE
1,1,3,1,3,1,FALSE
4,1,5,2,5,2,FALSE
4,1,5,1,5,1,FALSE
4,1,5,2,5,2,FALSE
4,1,5,2,5,2,FALSE
1,1,3,1,3,1,FALSE
4,1,5,2,5,2,FALSE
4,1,5,2,5,2,FALSE
4,1,5,2,5,2,FALSE
4,1,5,2,5,2,FALSE
6,1,5,3,8,5,FALSE
6,1,5,3,8,5,FALSE
6,1,5,3,8,5,FALSE
6,1,5,3,8,5,FALSE
7,2,8,3,11,5,FALSE
12,2,7,6,12,6,FALSE
23,5,14,5,35,15,FALSE
13,2,8,6,15,7,FALSE
41,7,14,9,61,17,FALSE
