loc,v(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
64,8,25,40,141,119,FALSE
12,3,13,17,29,29,FALSE
19,9,19,24,75,70,FALSE
0,2,6,4,8,4,FALSE
46,14,25,62,127,111,FALSE
72,21,16,78,206,165,FALSE
47,10,17,54,129,101,FALSE
72,3,15,76,212,200,FALSE
41,8,22,36,77,57,FALSE
6,1,5,4,9,7,FALSE
6,1,5,4,9,7,FALSE
9,1,10,9,20,11,FALSE
12,1,13,9,27,17,FALSE
123,27,46,80,239,149,FALSE
24,4,20,26,67,42,FALSE
24,8,17,12,75,61,FALSE
19,5,13,27,57,54,FALSE
15,2,11,14,33,29,FALSE
0,2,6,3,8,4,FALSE
0,1,1,0,1,0,FALSE
6,4,11,10,21,14,FALSE
27,9,13,20,59,39,FALSE
17,5,15,16,38,23,FALSE
32,3,14,50,129,110,FALSE
32,3,16,52,136,116,FALSE
63,6,11,64,102,80,FALSE
4,1,7,6,9,7,FALSE
11,2,6,3,13,4,FALSE
7,2,8,8,15,9,FALSE
25,6,18,38,95,80,FALSE
4,1,6,3,7,4,FALSE
21,7,16,29,72,67,FALSE
11,2,8,10,18,16,FALSE
0,2,6,3,8,4,FALSE
66,28,32,55,207,159,FALSE
40,9,25,44,137,110,FALSE
42,6,22,31,133,109,FALSE
16,1,5,16,37,30,FALSE
5,2,8,6,9,9,FALSE
19,5,14,17,42,28,FALSE
28,5,17,24,64,49,FALSE
28,5,17,24,64,49,FALSE
17,3,12,11,24,16,FALSE
9,1,4,9,16,9,FALSE
35,7,23,30,94,73,FALSE
6,1,4,6,13,12,FALSE
11,1,12,18,47,39,FALSE
42,7,21,29,88,68,FALSE
21,5,15,10,33,20,FALSE
21,7,13,12,40,30,FALSE
0,2,6,3,8,4,FALSE
36,15,19,32,102,91,FALSE
37,8,24,52,145,105,FALSE
12,4,13,18,32,23,FALSE
21,6,19,19,49,31,FALSE
10,1,5,13,21,19,FALSE
13,1,6,16,26,23,FALSE
23,5,13,15,45,31,FALSE
77,11,21,29,99,54,FALSE
4,1,4,5,9,8,FALSE
4,1,5,4,6,5,FALSE
9,1,10,3,18,13,FALSE
0,2,6,3,8,4,FALSE
21,9,17,15,52,42,FALSE
41,9,24,56,167,123,FALSE
46,9,23,27,100,61,FALSE
4,1,6,5,9,6,FALSE
3,1,7,2,8,2,FALSE
12,2,10,8,17,10,FALSE
40,9,25,41,137,110,FALSE
9,4,8,8,16,11,FALSE
12,2,8,9,14,9,FALSE
3,1,7,3,8,4,FALSE
103,19,19,73,378,338,FALSE
5,2,8,7,10,10,FALSE
16,4,13,21,37,32,FALSE
0,2,6,4,8,4,FALSE
8,3,10,10,19,12,FALSE
77,14,30,80,315,240,FALSE
8,1,4,12,19,12,FALSE
15,3,11,13,26,25,FALSE
5,1,7,3,8,4,FALSE
12,3,11,8,20,12,FALSE
44,11,28,61,188,136,FALSE
4,1,6,6,12,8,FALSE
15,3,11,8,25,16,FALSE
52,4,19,39,143,81,FALSE
4,1,5,2,6,2,FALSE
12,3,16,15,34,30,FALSE
7,3,9,8,15,9,FALSE
8,2,10,6,17,12,FALSE
28,5,20,18,58,44,FALSE
155,26,34,103,333,271,FALSE
9,2,10,12,20,17,FALSE
3,1,4,3,4,3,FALSE
31,3,15,50,136,116,FALSE
3,1,7,2,8,2,FALSE
49,10,23,63,186,140,FALSE
37,6,20,28,58,39,FALSE
15,2,9,15,37,23,FALSE
18,1,10,21,46,38,FALSE
144,36,29,82,575,495,FALSE
39,8,18,30,92,83,FALSE
19,8,16,17,46,39,FALSE
13,2,9,12,24,19,FALSE
89,34,40,72,278,192,FALSE
70,20,31,49,132,81,FALSE
21,3,14,19,37,27,FALSE
8,1,3,6,13,6,FALSE
40,6,28,54,153,120,FALSE
48,3,15,69,145,139,FALSE
31,3,15,50,136,116,FALSE
78,12,28,43,159,122,FALSE
5,1,7,3,8,4,FALSE
46,10,25,65,192,143,FALSE
5,2,10,7,10,11,FALSE
69,13,22,66,217,161,FALSE
54,7,22,34,90,64,FALSE
54,5,21,106,266,241,FALSE
141,36,29,79,567,489,FALSE
21,5,19,19,63,48,FALSE
13,3,11,11,24,21,FALSE
7,3,9,6,16,13,FALSE
10,1,6,11,18,14,FALSE
41,2,21,56,192,151,FALSE
42,6,12,69,126,95,FALSE
16,7,11,10,57,40,FALSE
28,7,17,30,69,56,FALSE
31,3,15,50,136,116,FALSE
5,2,12,7,13,11,FALSE
8,1,8,7,15,10,FALSE
32,4,17,27,59,43,FALSE
83,15,19,62,296,262,FALSE
4,1,3,3,5,3,FALSE
39,8,21,32,77,57,FALSE
9,3,12,7,20,17,FALSE
5,1,4,4,7,6,FALSE
3,3,10,9,16,16,FALSE
9,1,12,19,36,29,FALSE
31,7,21,18,70,55,FALSE
37,14,11,15,93,81,FALSE
50,10,28,66,196,155,FALSE
13,1,9,13,40,30,FALSE
76,8,14,61,242,231,FALSE
31,3,15,50,136,116,FALSE
79,23,34,54,151,92,FALSE
12,2,12,16,22,20,FALSE
5,1,4,2,6,2,FALSE
44,6,19,36,98,84,FALSE
7,2,7,7,10,10,FALSE
8,2,13,10,17,16,FALSE
14,5,14,18,30,26,FALSE
4,3,9,4,17,6,FALSE
88,36,23,93,274,242,FALSE
31,7,21,20,70,55,FALSE
40,7,18,38,93,74,FALSE
11,4,14,12,28,24,FALSE
21,6,15,25,60,50,FALSE
28,7,17,30,69,56,FALSE
50,3,20,70,244,196,FALSE
9,1,6,14,36,28,FALSE
33,6,14,36,61,47,FALSE
21,2,16,21,61,38,FALSE
106,48,13,29,492,515,FALSE
6,2,10,3,12,9,FALSE
12,4,13,11,31,17,FALSE
6,1,6,2,7,3,FALSE
50,20,32,28,184,123,FALSE
31,7,21,19,70,55,FALSE
49,1,4,50,142,141,FALSE
55,15,26,39,100,59,FALSE
21,6,14,25,59,50,FALSE
76,8,14,61,242,231,FALSE
29,1,13,53,96,88,FALSE
34,5,16,27,56,44,FALSE
16,4,14,14,32,27,FALSE
5,2,7,5,13,6,FALSE
20,10,18,22,59,54,FALSE
9,2,8,10,20,18,FALSE
10,4,13,5,20,17,FALSE
13,2,8,12,38,37,FALSE
40,3,21,57,181,153,FALSE
5,1,7,6,10,7,FALSE
21,6,15,25,60,50,FALSE
9,1,13,16,36,26,FALSE
23,1,3,22,43,42,FALSE
12,2,6,9,25,22,FALSE
36,5,16,29,64,51,FALSE
54,11,24,40,122,92,FALSE
6,2,4,4,7,4,FALSE
152,53,66,104,1281,853,FALSE
20,7,18,25,70,57,FALSE
23,1,8,23,120,98,FALSE
49,6,23,43,138,116,FALSE
21,6,14,25,59,50,FALSE
16,2,8,19,38,35,FALSE
22,4,16,16,45,28,FALSE
42,5,18,41,82,64,FALSE
18,1,4,23,62,61,FALSE
16,6,10,11,37,37,FALSE
4,2,6,3,6,3,FALSE
51,12,22,44,153,119,FALSE
60,13,25,41,118,95,FALSE
77,12,33,54,218,175,FALSE
23,6,21,22,78,63,FALSE
18,3,18,23,48,35,FALSE
19,5,12,18,34,24,FALSE
27,6,21,36,101,84,FALSE
12,3,9,6,16,6,FALSE
30,6,14,27,67,62,FALSE
89,20,23,69,194,143,FALSE
10,5,17,12,33,33,FALSE
6,1,5,7,10,9,FALSE
50,19,22,41,159,135,FALSE
11,1,4,12,28,27,FALSE
11,2,5,7,16,8,FALSE
5,1,9,8,14,9,FALSE
122,15,32,64,291,241,FALSE
39,6,21,37,77,56,FALSE
3,1,4,3,4,3,FALSE
27,5,14,21,75,67,FALSE
12,3,9,6,16,6,FALSE
5,1,9,7,14,11,FALSE
130,31,27,80,307,253,FALSE
84,14,37,72,176,119,FALSE
42,2,14,54,251,220,FALSE
24,6,15,20,59,52,FALSE
4,1,5,2,5,2,FALSE
12,7,12,21,46,38,FALSE
17,3,14,18,38,25,FALSE
118,21,19,84,239,201,FALSE
9,2,5,5,12,6,FALSE
39,6,21,37,77,56,FALSE
5,1,7,6,10,7,FALSE
69,11,30,68,168,102,FALSE
67,11,23,53,154,130,FALSE
5,1,8,8,12,9,FALSE
4,2,7,4,7,7,FALSE
28,4,12,16,57,51,FALSE
3,1,1,0,1,0,FALSE
6,2,8,6,10,7,FALSE
34,6,19,38,108,68,FALSE
63,20,27,52,209,166,FALSE
22,4,20,22,57,46,FALSE
11,2,17,14,36,27,FALSE
49,6,23,43,138,116,FALSE
8,2,8,9,17,15,FALSE
13,3,16,15,49,35,FALSE
20,2,11,17,28,23,FALSE
12,2,8,8,24,22,FALSE
4,2,12,5,18,7,FALSE
5,2,8,6,10,7,FALSE
29,9,14,26,79,57,FALSE
76,21,25,60,185,146,FALSE
45,11,25,41,112,91,FALSE
18,3,18,23,48,35,FALSE
12,1,4,13,31,30,FALSE
28,7,22,19,105,72,FALSE
20,2,11,17,29,24,FALSE
22,1,16,28,88,56,FALSE
8,2,7,7,14,11,FALSE
12,2,6,7,17,14,FALSE
4,1,5,2,5,2,FALSE
46,14,29,33,124,97,FALSE
17,3,16,19,43,30,FALSE
76,16,26,60,260,206,FALSE
11,5,13,10,27,15,FALSE
5,1,5,4,13,9,FALSE
22,3,18,28,61,46,FALSE
39,6,21,37,77,56,FALSE
29,9,14,26,79,57,FALSE
14,2,11,12,28,22,FALSE
14,3,13,12,23,16,FALSE
14,1,12,17,52,29,FALSE
20,3,12,19,47,44,FALSE
20,3,7,11,46,42,FALSE
33,9,29,35,128,95,FALSE
20,1,6,18,57,32,FALSE
17,3,16,19,43,30,FALSE
15,3,14,15,32,18,FALSE
15,3,18,18,36,23,FALSE
39,6,21,37,77,56,FALSE
42,11,24,24,78,58,FALSE
11,2,12,12,21,14,FALSE
22,3,8,20,62,61,FALSE
13,1,8,24,46,43,FALSE
7,1,7,7,10,7,FALSE
8,3,10,5,24,17,FALSE
10,5,16,10,29,20,FALSE
0,1,1,0,1,0,FALSE
88,34,32,70,270,196,FALSE
17,3,16,18,43,30,FALSE
10,3,10,11,22,16,FALSE
12,3,14,12,29,20,FALSE
15,3,18,18,36,23,FALSE
11,2,17,14,36,27,FALSE
84,14,30,35,154,106,FALSE
19,4,14,21,52,39,FALSE
20,4,13,14,40,25,FALSE
91,15,23,42,207,175,FALSE
5,1,6,6,8,6,FALSE
10,2,7,17,35,33,FALSE
48,5,22,49,107,90,FALSE
10,3,12,8,20,17,FALSE
42,15,29,41,279,167,FALSE
5,1,9,8,17,14,FALSE
11,2,12,12,21,14,FALSE
10,3,13,6,20,15,FALSE
3,1,4,3,4,3,FALSE
13,2,14,14,45,36,FALSE
83,20,32,58,183,142,FALSE
45,11,25,41,112,91,FALSE
19,4,14,21,52,39,FALSE
7,1,6,5,9,7,FALSE
13,2,13,19,56,41,FALSE
13,1,7,13,40,33,FALSE
0,1,1,0,1,0,FALSE
20,5,20,13,92,57,FALSE
11,2,12,12,21,14,FALSE
7,3,11,9,22,18,FALSE
3,1,4,3,4,3,FALSE
7,1,4,8,16,15,FALSE
83,20,33,58,183,142,FALSE
22,3,18,28,61,46,FALSE
13,2,16,17,32,22,FALSE
7,2,10,6,15,7,FALSE
51,8,18,34,82,54,FALSE
5,1,6,4,9,5,FALSE
18,8,19,21,70,61,FALSE
4,1,10,9,31,18,FALSE
20,4,17,22,50,36,FALSE
15,7,13,13,44,35,FALSE
3,1,4,3,4,3,FALSE
35,2,15,59,109,104,FALSE
3,1,5,3,5,4,FALSE
15,3,18,18,36,23,FALSE
17,2,16,25,61,46,FALSE
18,7,17,21,84,40,FALSE
61,10,25,55,215,177,FALSE
10,2,14,10,63,52,FALSE
13,4,22,12,39,22,FALSE
6,1,5,7,10,8,FALSE
22,5,17,24,59,41,FALSE
6,2,10,8,17,12,FALSE
3,1,4,3,4,3,FALSE
13,2,12,13,27,19,FALSE
3,1,4,3,4,3,FALSE
15,3,18,18,36,23,FALSE
10,5,16,9,27,18,FALSE
10,1,9,6,14,8,FALSE
141,57,34,122,523,428,FALSE
22,5,17,25,59,41,FALSE
3,1,4,3,4,3,FALSE
23,7,14,19,61,43,FALSE
5,1,6,7,12,10,FALSE
83,20,32,58,183,142,FALSE
40,7,20,47,175,155,FALSE
21,6,17,16,49,38,FALSE
45,10,31,55,171,148,FALSE
18,6,14,17,46,32,FALSE
5,1,6,2,7,3,FALSE
20,4,14,20,52,38,FALSE
83,20,33,58,183,142,FALSE
5,2,13,8,16,10,FALSE
8,1,10,7,12,9,FALSE
71,23,26,54,216,161,FALSE
14,3,10,14,29,18,FALSE
5,1,6,2,7,3,FALSE
20,3,16,22,47,36,FALSE
3,1,5,3,5,4,FALSE
8,4,12,5,19,12,FALSE
14,2,12,23,68,61,FALSE
8,1,9,7,25,16,FALSE
3,2,14,5,27,10,FALSE
62,18,26,47,177,142,FALSE
22,3,11,21,43,31,FALSE
5,1,7,2,8,3,FALSE
3,1,4,3,4,3,FALSE
10,4,12,7,19,16,FALSE
13,2,12,19,52,46,FALSE
5,1,5,4,15,12,FALSE
35,16,29,36,122,95,FALSE
12,1,14,12,35,22,FALSE
12,2,10,14,24,17,FALSE
41,11,23,35,102,69,FALSE
14,2,11,16,34,27,FALSE
18,1,12,26,59,51,FALSE
5,1,7,4,8,5,FALSE
26,7,19,15,70,50,FALSE
11,1,6,10,29,28,FALSE
19,9,20,15,59,40,FALSE
6,2,9,9,14,9,FALSE
5,1,6,2,7,3,FALSE
9,2,8,9,20,19,FALSE
8,2,9,6,11,7,FALSE
83,13,30,76,376,327,FALSE
10,4,13,10,29,22,FALSE
140,43,27,144,494,426,FALSE
5,1,6,2,7,3,FALSE
22,3,11,21,43,31,FALSE
21,5,21,16,53,36,FALSE
22,2,13,28,47,41,FALSE
13,7,18,6,45,29,FALSE
4,1,9,7,22,9,FALSE
12,3,15,20,42,33,FALSE
12,2,10,14,24,17,FALSE
18,1,12,26,59,51,FALSE
43,13,20,39,146,108,FALSE
5,1,6,5,7,5,FALSE
3,1,6,3,6,3,FALSE
7,2,9,4,14,9,FALSE
5,2,8,5,11,8,FALSE
13,1,8,9,20,13,FALSE
15,3,14,15,37,25,FALSE
7,1,5,7,14,13,FALSE
36,6,14,27,62,45,FALSE
7,2,7,7,14,12,FALSE
3,1,3,1,3,1,FALSE
11,1,4,14,28,27,FALSE
19,6,16,15,39,30,FALSE
63,47,24,37,289,161,FALSE
8,1,8,6,19,6,FALSE
3,1,5,2,5,2,FALSE
33,4,23,25,95,63,FALSE
10,2,10,5,15,12,FALSE
3,1,3,2,3,2,FALSE
5,1,8,4,9,6,FALSE
9,4,9,3,19,9,FALSE
82,26,23,65,252,196,FALSE
15,3,14,18,34,26,FALSE
6,1,9,4,12,8,FALSE
12,2,12,11,25,18,FALSE
24,8,18,9,50,45,FALSE
6,3,6,5,14,7,FALSE
144,25,25,101,423,328,FALSE
61,11,16,51,201,158,FALSE
10,3,14,16,31,21,FALSE
15,3,14,18,34,26,FALSE
7,1,5,7,14,13,FALSE
7,1,5,7,14,13,FALSE
32,7,20,29,96,86,FALSE
20,7,20,15,75,59,FALSE
4,2,7,3,7,6,FALSE
7,7,8,9,25,16,FALSE
10,3,14,16,31,21,FALSE
6,1,6,6,8,6,FALSE
14,4,11,8,30,27,FALSE
7,2,11,5,14,11,FALSE
14,1,10,27,104,73,FALSE
23,1,11,22,97,73,FALSE
6,1,9,4,12,8,FALSE
39,5,16,43,161,135,FALSE
6,1,6,6,8,6,FALSE
7,1,9,6,11,8,FALSE
70,16,30,49,224,183,FALSE
23,1,13,20,93,66,FALSE
72,26,24,57,234,191,FALSE
22,1,5,42,81,80,FALSE
7,1,5,7,14,13,FALSE
9,2,9,9,25,23,FALSE
83,13,21,71,258,185,FALSE
6,1,6,6,8,6,FALSE
9,3,9,11,16,14,FALSE
20,2,16,27,157,92,FALSE
8,1,10,12,32,24,FALSE
22,8,20,31,84,60,FALSE
18,5,13,18,53,39,FALSE
6,1,6,6,8,6,FALSE
6,1,8,8,13,10,FALSE
8,3,10,10,24,23,FALSE
0,1,1,0,1,0,FALSE
10,3,12,6,19,13,FALSE
11,1,11,16,47,34,FALSE
13,1,7,16,34,30,FALSE
21,5,16,33,93,59,FALSE
5,1,6,6,8,6,FALSE
7,3,10,10,24,23,FALSE
5,3,13,9,22,14,FALSE
8,3,13,7,21,16,FALSE
11,1,10,15,44,33,FALSE
22,1,5,42,81,80,FALSE
5,1,6,5,7,5,FALSE
69,49,16,34,495,523,FALSE
16,1,16,9,51,40,FALSE
25,4,13,26,82,61,FALSE
54,8,20,47,141,116,FALSE
5,1,7,4,8,6,FALSE
6,3,9,9,17,13,FALSE
50,21,30,39,213,171,FALSE
7,3,11,8,18,16,FALSE
20,4,13,20,46,32,FALSE
18,5,15,17,41,31,FALSE
3,1,4,3,4,3,FALSE
44,8,16,39,138,109,FALSE
21,3,15,21,80,46,FALSE
6,1,6,7,9,7,FALSE
19,6,14,12,47,40,FALSE
117,27,25,69,328,157,FALSE
21,8,19,30,75,66,FALSE
5,1,6,5,7,5,FALSE
8,3,14,16,31,26,FALSE
46,12,23,23,111,67,FALSE
32,6,17,31,79,68,FALSE
6,1,7,8,15,13,FALSE
11,1,10,21,74,52,FALSE
81,19,31,42,181,123,FALSE
15,3,12,20,40,39,FALSE
4,1,7,4,7,4,FALSE
13,3,10,16,25,18,FALSE
9,1,9,12,23,20,FALSE
4,1,4,5,7,6,FALSE
3,1,4,3,4,3,FALSE
21,5,14,14,49,41,FALSE
9,2,10,9,18,16,FALSE
5,1,7,6,13,8,FALSE
32,5,18,27,85,61,FALSE
13,2,13,15,42,27,FALSE
22,6,13,20,43,37,FALSE
4,1,8,4,10,4,FALSE
15,2,10,19,54,46,FALSE
23,7,13,16,42,29,FALSE
4,1,10,8,23,10,FALSE
33,6,21,37,136,121,FALSE
17,3,11,13,36,30,FALSE
9,2,9,8,16,12,FALSE
12,3,12,12,32,24,FALSE
16,3,13,13,33,28,FALSE
4,1,4,5,7,6,FALSE
13,4,13,10,25,16,FALSE
22,5,18,14,67,44,FALSE
4,1,3,4,5,4,FALSE
12,3,11,8,24,18,FALSE
12,2,15,25,49,42,FALSE
6,1,8,4,11,8,FALSE
3,1,6,4,7,4,FALSE
6,1,5,6,8,7,FALSE
11,5,12,4,24,14,FALSE
3,1,4,3,4,3,FALSE
23,7,13,16,42,29,FALSE
15,3,14,18,34,26,FALSE
12,4,18,16,45,28,FALSE
27,7,19,15,42,31,FALSE
10,1,10,7,17,9,FALSE
34,9,23,34,131,69,FALSE
21,4,15,14,37,20,FALSE
17,2,10,11,39,37,FALSE
