loc,v(g),uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
81,24,22,21,137,94,TRUE
27,8,17,12,45,26,TRUE
164,5,15,76,455,379,TRUE
116,2,16,101,261,225,TRUE
56,5,16,43,135,108,TRUE
60,8,23,24,89,67,TRUE
36,4,0,0,0,0,TRUE
7,1,0,0,0,0,TRUE
184,9,19,87,364,329,TRUE
469,2,16,104,616,570,TRUE
242,3,18,165,691,546,TRUE
96,1,10,56,258,210,TRUE
463,94,26,126,1060,696,TRUE
169,5,15,75,459,383,TRUE
221,1,11,112,792,604,TRUE
95,22,0,0,0,0,TRUE
85,4,14,20,186,131,TRUE
113,1,8,59,294,271,TRUE
91,2,14,62,133,127,TRUE
22,3,12,21,33,28,TRUE
57,7,25,25,99,73,TRUE
22,2,11,17,36,30,TRUE
22,2,11,18,36,30,TRUE
163,5,15,77,458,382,TRUE
166,1,5,32,71,70,TRUE
15,1,6,13,17,15,TRUE
41,5,13,29,61,49,TRUE
61,26,23,43,177,120,TRUE
56,6,24,23,90,64,TRUE
55,6,14,17,89,64,TRUE
415,9,19,162,1118,939,TRUE
43,2,9,31,71,67,TRUE
21,6,0,0,0,0,TRUE
50,6,0,0,0,0,TRUE
163,5,15,75,459,383,TRUE
168,5,15,76,464,388,TRUE
324,6,17,138,820,720,TRUE
169,5,15,76,459,383,TRUE
139,5,15,80,491,406,TRUE
455,23,26,160,966,834,TRUE
66,3,10,58,126,87,TRUE
106,3,14,69,225,197,TRUE
123,2,20,87,373,288,TRUE
124,7,15,60,350,293,TRUE
163,5,15,77,458,382,TRUE
77,1,8,67,190,175,TRUE
26,2,8,10,23,17,TRUE
65,7,22,25,105,65,TRUE
52,6,21,20,69,48,TRUE
24,4,0,0,0,0,TRUE
53,10,14,22,72,55,TRUE
24,5,11,17,38,30,TRUE
17,2,8,11,16,13,TRUE
45,1,13,32,85,55,TRUE
38,3,15,34,80,59,TRUE
57,3,0,0,0,0,TRUE
152,3,18,70,263,171,TRUE
34,7,13,19,49,37,TRUE
14,1,0,0,0,0,TRUE
55,4,14,22,87,81,TRUE
42,5,15,17,62,45,TRUE
35,4,12,15,37,25,TRUE
36,4,14,13,56,38,TRUE
117,18,24,42,173,123,TRUE
13,3,9,6,19,11,TRUE
4,1,6,1,6,1,TRUE
30,4,18,21,89,48,TRUE
17,2,8,10,15,12,TRUE
19,3,11,11,20,15,TRUE
13,3,13,14,26,20,TRUE
6,1,5,5,8,6,TRUE
8,1,0,0,0,0,TRUE
11,1,12,5,17,8,TRUE
18,2,9,10,16,12,TRUE
67,11,22,24,128,83,TRUE
4,1,5,2,5,3,TRUE
70,9,19,22,128,88,TRUE
32,5,10,14,35,31,TRUE
20,5,8,11,22,19,TRUE
14,4,9,8,19,13,TRUE
70,7,26,33,101,81,TRUE
37,6,17,19,50,44,TRUE
88,14,14,50,177,158,TRUE
95,5,18,27,117,79,TRUE
186,28,29,28,261,173,TRUE
50,11,19,16,152,86,TRUE
27,5,?,?,?,?,TRUE
57,5,12,16,61,49,TRUE
165,22,20,71,226,183,TRUE
35,3,14,20,58,32,TRUE
24,3,12,12,31,19,TRUE
67,12,26,29,148,97,TRUE
23,4,16,14,34,28,TRUE
74,12,0,0,0,0,TRUE
10,2,14,11,37,19,TRUE
50,8,19,16,72,39,TRUE
52,9,0,0,0,0,TRUE
18,2,7,5,10,6,TRUE
31,12,20,31,79,52,TRUE
94,12,33,44,137,103,TRUE
5,1,7,4,8,6,TRUE
19,6,14,16,37,26,TRUE
4,1,3,2,3,2,TRUE
33,1,5,26,61,43,TRUE
36,2,6,33,167,165,TRUE
41,7,19,24,75,38,TRUE
23,2,13,20,46,40,TRUE
591,88,30,175,1080,785,TRUE
10,1,5,12,18,17,TRUE
5,1,5,6,8,7,TRUE
115,2,19,69,375,205,TRUE
113,16,23,39,210,140,TRUE
17,3,7,7,13,10,TRUE
200,52,39,86,896,438,TRUE
18,2,0,0,0,0,TRUE
35,4,0,0,0,0,TRUE
84,22,34,33,321,124,TRUE
36,4,15,19,42,29,TRUE
65,9,18,24,100,84,TRUE
9,3,12,7,15,9,TRUE
13,3,9,8,17,15,TRUE
5,1,6,5,8,5,TRUE
20,7,14,9,25,16,TRUE
30,6,19,13,47,29,TRUE
45,5,18,32,83,65,TRUE
15,4,13,7,19,9,TRUE
107,14,19,68,178,139,TRUE
54,8,25,22,129,69,TRUE
112,20,23,33,240,142,TRUE
246,46,24,43,513,332,TRUE
48,8,19,26,86,56,TRUE
18,1,0,0,0,0,TRUE
31,5,12,13,36,19,TRUE
14,2,9,16,28,22,TRUE
14,2,8,7,16,11,TRUE
34,5,13,27,54,48,TRUE
16,2,8,10,17,13,TRUE
21,2,8,10,20,16,TRUE
6,1,5,4,6,4,TRUE
45,5,10,26,61,49,TRUE
7,1,3,3,3,3,TRUE
21,2,12,8,52,25,TRUE
6,1,3,1,3,1,TRUE
7,1,3,3,3,3,TRUE
14,2,5,5,6,6,TRUE
5,1,3,1,3,1,TRUE
63,7,18,19,99,55,TRUE
12,2,7,11,15,15,TRUE
26,6,0,0,0,0,TRUE
46,12,16,9,88,37,TRUE
37,10,16,19,71,51,TRUE
24,10,16,12,35,25,TRUE
36,6,14,25,58,43,TRUE
14,2,8,6,11,10,TRUE
12,2,6,6,10,8,TRUE
8,1,7,7,19,12,TRUE
60,8,18,27,88,58,TRUE
41,4,11,14,32,26,TRUE
5,1,7,4,8,6,TRUE
16,2,9,12,22,19,TRUE
4,1,4,3,4,3,TRUE
24,6,18,17,51,40,TRUE
44,5,0,0,0,0,TRUE
367,48,24,87,646,445,TRUE
29,5,16,19,69,40,TRUE
29,5,16,37,68,56,TRUE
34,5,12,13,37,27,TRUE
49,6,15,19,85,61,TRUE
33,4,10,16,46,33,TRUE
52,9,0,0,0,0,TRUE
41,5,14,26,64,48,TRUE
40,2,10,21,70,52,TRUE
31,2,11,19,49,36,TRUE
7,1,4,2,4,2,TRUE
44,5,0,0,0,0,TRUE
30,4,13,13,30,24,TRUE
51,16,0,0,0,0,TRUE
22,2,0,0,0,0,TRUE
35,3,0,0,0,0,TRUE
33,2,0,0,0,0,TRUE
112,48,22,36,229,177,TRUE
4,1,4,3,4,3,TRUE
13,2,5,13,15,15,TRUE
15,2,11,16,23,20,TRUE
12,2,7,10,13,10,TRUE
115,14,14,40,160,141,TRUE
10,1,6,10,17,15,TRUE
44,8,0,0,0,0,TRUE
41,5,17,23,105,59,TRUE
169,21,28,56,332,202,TRUE
112,18,22,25,201,111,TRUE
100,6,21,39,171,99,TRUE
133,10,20,27,158,97,TRUE
19,2,9,7,36,24,TRUE
19,2,10,6,42,28,TRUE
28,1,11,16,58,27,TRUE
78,13,21,54,224,172,TRUE
63,5,16,26,118,68,TRUE
52,4,17,34,96,71,TRUE
54,6,21,24,76,43,TRUE
96,7,20,23,124,81,TRUE
123,28,33,38,177,103,TRUE
86,46,22,49,384,225,TRUE
122,41,25,14,290,101,TRUE
17,13,0,0,0,0,TRUE
14,2,9,7,16,13,TRUE
50,15,0,0,0,0,TRUE
24,15,0,0,0,0,TRUE
28,9,19,17,108,69,TRUE
16,3,11,6,18,12,TRUE
5,1,5,2,5,2,TRUE
18,2,10,7,18,12,TRUE
20,10,14,7,45,29,TRUE
5,1,5,2,5,2,TRUE
60,11,14,10,64,49,TRUE
23,8,22,11,54,33,TRUE
27,5,15,9,35,23,TRUE
69,11,0,0,0,0,TRUE
28,9,21,12,72,46,TRUE
14,10,18,10,61,24,TRUE
15,10,19,10,62,24,TRUE
54,17,0,0,0,0,TRUE
40,3,17,26,53,36,TRUE
78,12,15,19,94,53,TRUE
24,2,10,10,33,26,TRUE
28,5,9,14,68,42,TRUE
24,10,11,11,54,30,TRUE
24,5,13,16,33,21,TRUE
143,15,18,34,165,80,TRUE
21,5,11,10,33,10,TRUE
28,13,12,13,71,39,TRUE
24,5,13,16,33,21,TRUE
24,3,10,8,27,13,TRUE
5,1,6,2,6,2,TRUE
107,31,24,31,186,100,TRUE
30,2,16,19,72,47,TRUE
31,2,16,19,79,51,TRUE
11,2,7,6,11,6,TRUE
16,2,9,10,16,12,TRUE
22,3,12,12,26,20,TRUE
130,13,25,40,152,115,TRUE
121,13,26,39,165,121,TRUE
28,3,12,20,36,30,TRUE
71,1,11,22,48,29,TRUE
97,5,14,32,96,64,TRUE
58,9,19,25,84,55,TRUE
18,3,18,14,36,27,TRUE
60,19,0,0,0,0,TRUE
16,2,13,15,40,23,TRUE
4,1,4,3,4,3,TRUE
87,6,0,0,0,0,TRUE
129,7,0,0,0,0,TRUE
76,11,0,0,0,0,TRUE
83,8,0,0,0,0,TRUE
125,15,0,0,0,0,TRUE
129,16,0,0,0,0,TRUE
128,16,0,0,0,0,TRUE
129,16,0,0,0,0,TRUE
130,17,0,0,0,0,TRUE
92,8,0,0,0,0,TRUE
92,22,26,73,224,179,TRUE
70,15,0,0,0,0,TRUE
90,23,0,0,0,0,TRUE
68,20,0,0,0,0,TRUE
89,21,0,0,0,0,TRUE
97,23,0,0,0,0,TRUE
83,21,0,0,0,0,TRUE
27,5,13,10,29,18,TRUE
48,12,0,0,0,0,TRUE
351,30,23,65,403,273,TRUE
48,11,20,26,89,53,TRUE
80,12,0,0,0,0,TRUE
4,1,5,2,5,2,TRUE
4,1,5,2,5,2,TRUE
6,2,11,5,16,6,TRUE
4,1,5,2,5,2,TRUE
6,1,7,5,22,9,TRUE
16,4,15,7,19,13,TRUE
4,1,6,4,6,4,TRUE
87,4,0,0,0,0,TRUE
77,10,0,0,0,0,TRUE
37,7,0,0,0,0,TRUE
27,6,17,14,44,28,TRUE
32,6,22,14,65,42,TRUE
7,1,7,5,22,9,TRUE
26,4,13,13,30,20,TRUE
13,3,12,11,20,15,TRUE
23,4,18,13,32,21,TRUE
74,13,0,0,0,0,TRUE
34,2,0,0,0,0,TRUE
28,3,0,0,0,0,TRUE
4,1,5,2,5,2,TRUE
4,1,5,2,5,2,TRUE
29,4,15,14,41,22,TRUE
24,5,8,12,35,23,TRUE
23,5,13,16,40,17,TRUE
32,6,6,13,31,23,TRUE
87,13,0,0,0,0,TRUE
24,6,16,9,45,28,TRUE
21,3,13,5,26,14,TRUE
23,3,15,7,30,17,TRUE
97,27,24,32,235,129,TRUE
52,7,18,21,91,69,TRUE
43,15,0,0,0,0,TRUE
36,12,0,0,0,0,TRUE
126,10,20,19,151,112,TRUE
45,11,24,18,70,35,TRUE
11,2,7,4,12,7,TRUE
13,1,0,0,0,0,TRUE
4,1,5,2,5,2,TRUE
35,8,19,9,46,23,TRUE
23,1,0,0,0,0,TRUE
24,1,0,0,0,0,TRUE
26,5,17,20,38,21,TRUE
13,1,0,0,0,0,TRUE
33,5,19,22,55,46,TRUE
21,3,9,8,39,22,TRUE
11,1,7,7,22,14,TRUE
15,2,9,7,15,9,TRUE
38,29,13,20,143,104,TRUE
38,29,13,20,143,104,TRUE
187,17,18,21,171,117,TRUE
34,4,10,20,46,39,TRUE
55,4,10,41,69,61,TRUE
23,3,8,20,51,45,TRUE
23,3,8,20,51,45,TRUE
9,2,8,8,13,11,TRUE
102,21,21,46,233,138,TRUE
37,3,17,27,73,45,TRUE
39,7,17,20,83,49,TRUE
27,3,14,16,33,21,TRUE
126,9,19,34,223,143,TRUE
38,9,0,0,0,0,TRUE
20,4,11,9,27,16,TRUE
42,6,0,0,0,0,TRUE
66,16,0,0,0,0,TRUE
71,5,16,49,147,132,TRUE
28,8,20,19,102,48,TRUE
36,6,16,11,43,31,TRUE
49,3,8,7,20,15,TRUE
6,1,6,4,7,4,TRUE
7,2,6,5,8,6,TRUE
92,19,0,0,0,0,TRUE
20,5,0,0,0,0,TRUE
27,3,16,17,92,59,TRUE
55,6,22,14,112,46,TRUE
8,1,5,6,8,7,TRUE
26,3,16,12,48,25,TRUE
55,4,16,17,117,71,TRUE
69,2,6,104,295,291,TRUE
10,2,5,6,12,6,TRUE
52,3,12,41,71,57,TRUE
15,2,8,13,23,24,TRUE
139,12,19,40,285,200,TRUE
25,3,9,11,32,23,TRUE
14,1,10,16,44,30,TRUE
8,1,4,9,16,15,TRUE
406,33,8,54,609,448,TRUE
92,15,22,30,136,76,TRUE
69,9,20,21,135,76,TRUE
87,1,4,69,78,77,TRUE
58,1,4,50,60,58,TRUE
64,1,4,66,70,67,TRUE
61,2,7,49,61,57,TRUE
33,7,14,23,56,46,TRUE
8,2,9,8,14,11,TRUE
48,9,24,17,88,59,TRUE
87,10,0,0,0,0,TRUE
26,3,11,14,39,24,TRUE
7,3,8,10,28,18,TRUE
11,1,7,5,10,7,TRUE
31,3,11,24,49,39,TRUE
129,16,0,0,0,0,TRUE
20,11,16,25,71,57,TRUE
20,7,11,13,57,46,TRUE
12,4,14,16,27,19,TRUE
63,9,16,14,63,43,TRUE
18,2,14,10,19,12,TRUE
27,10,17,21,54,39,TRUE
17,2,14,10,19,12,TRUE
17,2,14,10,19,12,TRUE
35,10,14,10,55,35,TRUE
18,4,19,8,32,20,TRUE
69,22,19,35,112,73,TRUE
12,3,16,8,25,15,TRUE
12,2,8,5,10,6,TRUE
26,5,17,14,38,26,TRUE
73,15,21,42,158,94,TRUE
70,8,14,22,109,69,TRUE
53,6,12,21,91,56,TRUE
46,2,10,28,62,51,TRUE
41,7,20,33,77,62,TRUE
214,13,26,51,297,188,TRUE
167,13,23,85,320,221,TRUE
21,3,14,10,28,21,TRUE
34,9,16,13,62,45,TRUE
15,2,6,8,15,12,TRUE
28,5,14,17,36,31,TRUE
148,14,27,63,297,178,TRUE
42,7,20,23,87,62,TRUE
145,19,16,85,209,183,TRUE
54,3,18,37,107,87,TRUE
34,9,20,38,213,139,TRUE
40,3,0,0,0,0,TRUE
43,8,12,17,41,25,TRUE
97,33,23,15,314,148,TRUE
74,7,23,22,153,99,TRUE
28,4,17,13,44,25,TRUE
32,9,15,17,32,18,TRUE
81,15,13,35,156,110,TRUE
11,2,5,5,10,7,TRUE
11,2,5,5,10,7,TRUE
7,1,7,4,9,4,TRUE
99,20,17,17,98,38,TRUE
7,2,7,3,8,4,TRUE
12,5,14,6,23,12,TRUE
26,1,14,10,50,24,TRUE
80,14,15,34,114,77,TRUE
96,5,20,54,186,155,TRUE
24,2,11,8,37,22,TRUE
78,13,23,32,195,152,TRUE
269,75,45,95,701,418,TRUE
234,23,27,60,373,264,TRUE
31,4,15,26,56,47,TRUE
32,4,15,26,56,47,TRUE
42,15,21,14,127,67,TRUE
115,19,18,24,163,83,TRUE
34,6,20,13,66,39,TRUE
53,10,26,21,114,68,TRUE
29,3,13,25,56,45,TRUE
10,2,11,11,18,11,TRUE
11,2,11,12,20,13,TRUE
38,5,16,31,84,62,TRUE
23,3,0,0,0,0,TRUE
7,2,8,9,13,10,TRUE
14,6,7,18,34,32,TRUE
36,6,13,31,81,76,TRUE
16,2,0,0,0,0,TRUE
42,7,19,21,72,44,TRUE
15,2,8,12,19,16,TRUE
15,2,8,12,19,16,TRUE
15,3,8,13,24,21,TRUE
15,3,8,13,24,21,TRUE
50,11,0,0,0,0,TRUE
12,2,7,11,18,12,TRUE
294,117,22,57,1042,452,TRUE
40,7,15,20,55,52,TRUE
10,6,18,17,107,44,TRUE
80,11,0,0,0,0,TRUE
79,3,15,42,87,81,TRUE
73,10,0,0,0,0,TRUE
78,9,26,38,137,102,TRUE
23,2,11,17,26,21,TRUE
49,7,0,0,0,0,TRUE
76,3,19,42,133,104,TRUE
70,4,23,43,157,95,TRUE
162,27,25,74,296,196,TRUE
44,16,22,28,333,141,TRUE
30,5,18,30,57,49,TRUE
22,3,10,11,50,27,TRUE
17,3,10,6,17,13,TRUE
84,11,0,0,0,0,TRUE
91,11,20,34,152,81,TRUE
65,12,20,36,124,89,TRUE
39,8,17,13,61,45,TRUE
32,4,10,9,20,13,TRUE
159,10,22,29,252,167,TRUE
33,2,7,15,24,21,TRUE
57,12,21,39,127,89,TRUE
27,2,7,14,21,18,TRUE
37,2,11,33,56,46,TRUE
286,85,16,95,982,632,TRUE
29,3,12,14,51,36,TRUE
12,2,0,0,0,0,TRUE
35,12,17,15,86,50,TRUE
19,1,0,0,0,0,TRUE
15,6,0,0,0,0,TRUE
101,18,0,0,0,0,TRUE
151,20,24,47,324,217,TRUE
67,22,20,44,170,129,TRUE
205,49,31,112,446,277,TRUE
93,15,25,48,187,146,TRUE
74,5,26,46,163,102,TRUE
48,5,16,36,77,64,TRUE
115,17,27,54,248,157,TRUE
39,8,20,23,71,48,TRUE
32,5,11,19,44,36,TRUE
47,8,18,21,84,56,TRUE
17,2,7,14,27,25,TRUE
272,28,31,94,625,360,TRUE
111,13,0,0,0,0,TRUE
36,2,14,22,59,45,TRUE
31,5,14,17,61,37,TRUE
33,3,13,16,51,39,TRUE
53,6,17,27,95,65,TRUE
57,7,16,18,137,85,TRUE
33,3,12,14,73,44,TRUE
465,68,26,34,786,561,TRUE
108,14,20,34,204,111,TRUE
84,11,0,0,0,0,TRUE
19,3,0,0,0,0,TRUE
126,64,26,66,427,267,TRUE
17,3,0,0,0,0,TRUE
36,6,13,21,69,52,TRUE
58,10,20,34,101,81,TRUE
44,7,0,0,0,0,TRUE
133,36,0,0,0,0,TRUE
18,3,0,0,0,0,TRUE
82,24,17,41,130,103,TRUE
12,4,12,13,28,21,TRUE
87,21,25,46,198,140,TRUE
7,2,7,5,9,5,TRUE
7,2,7,5,9,5,TRUE
23,2,12,19,45,34,TRUE
17,2,0,0,0,0,TRUE
14,2,0,0,0,0,TRUE
19,2,0,0,0,0,TRUE
40,11,0,0,0,0,TRUE
18,2,0,0,0,0,TRUE
35,3,0,0,0,0,TRUE
103,17,0,0,0,0,TRUE
28,13,0,0,0,0,TRUE
119,51,0,0,0,0,TRUE
12,4,11,12,26,19,TRUE
126,111,19,62,603,355,TRUE
36,5,0,0,0,0,TRUE
33,2,8,26,41,38,TRUE
34,5,12,22,40,40,TRUE
17,5,11,9,26,18,TRUE
68,17,21,17,115,64,TRUE
20,3,14,8,25,14,TRUE
7,1,5,6,9,7,TRUE
32,7,18,23,55,38,TRUE
12,4,11,12,26,19,TRUE
12,2,9,6,15,9,TRUE
101,17,0,0,0,0,TRUE
12,4,11,12,26,19,TRUE
146,50,20,71,512,364,TRUE
81,6,8,38,109,91,TRUE
12,4,12,13,28,21,TRUE
234,45,58,102,374,237,TRUE
42,5,12,25,86,69,TRUE
249,51,30,94,411,314,TRUE
225,55,29,88,437,330,TRUE
12,4,11,12,26,19,TRUE
19,5,16,14,32,23,TRUE
